YEAR,MO,DY,HR,T2M,RH2M,ALLSKY_KT,ALLSKY_SFC_SW_DWN,PRECTOTCORR,WS10M,SZA,Energy PV system (Wh)
2022,4,3,13,8.75,58.92,0.37,375.27,0.62,4.0,42.18,901
2022,4,3,14,8.74,59.1,0.39,337.92,0.75,3.75,50.27,709
2022,4,3,15,8.69,59.58,0.4,270.0,1.06,3.28,60.12,1785
2022,4,3,16,8.38,61.0,0.34,153.75,1.18,2.75,70.89,1585
2022,4,3,17,7.83,66.8,0.25,49.25,0.39,2.11,81.77,1838
2022,4,3,18,7.0,70.74,-999.0,0.0,0.01,2.03,90.0,895
2022,4,3,19,7.05,69.59,-999.0,0.0,0.02,2.13,90.0,202
2022,4,3,20,7.27,69.35,-999.0,0.0,0.06,2.28,90.0,4
2022,4,3,21,7.42,68.82,-999.0,0.0,0.07,2.42,90.0,0
2022,4,3,22,7.42,68.2,-999.0,0.0,0.05,2.53,90.0,0
2022,4,3,23,7.22,68.51,-999.0,0.0,0.04,2.77,90.0,0
2022,4,4,0,6.89,69.43,-999.0,0.0,0.03,3.19,90.0,0
2022,4,4,1,6.53,70.16,-999.0,0.0,0.01,3.65,90.0,0
2022,4,4,2,6.13,70.93,-999.0,0.0,0.0,4.12,90.0,0
2022,4,4,3,5.65,69.99,-999.0,0.0,0.0,4.38,90.0,0
2022,4,4,4,5.33,68.35,-999.0,0.0,0.0,4.41,90.0,0
2022,4,4,5,5.21,66.42,0.2,5.3,0.0,4.32,88.86,0
2022,4,4,6,6.15,66.65,0.44,110.25,0.0,4.17,79.33,1
2022,4,4,7,7.46,53.19,0.55,275.48,0.0,4.6,68.21,17
2022,4,4,8,8.55,47.51,0.63,462.55,0.0,4.89,57.57,338
2022,4,4,9,9.64,44.26,0.69,628.97,0.0,4.96,47.98,552
2022,4,4,10,10.54,43.04,0.7,728.05,0.0,5.23,40.41,1430
2022,4,4,11,11.25,42.95,0.68,740.7,0.0,5.84,36.28,2632
2022,4,4,12,11.76,44.04,0.67,735.08,0.0,6.57,36.84,2881
2022,4,4,13,12.01,46.36,0.64,647.0,0.0,7.24,41.88,2903
2022,4,4,14,11.99,49.02,0.6,522.38,0.0,7.78,50.01,2686
2022,4,4,15,11.81,51.2,0.58,394.1,0.0,8.04,59.9,2591
2022,4,4,16,11.38,53.86,0.49,221.38,0.0,7.89,70.68,2323
2022,4,4,17,10.34,61.54,0.36,71.85,0.0,6.7,81.53,1531
2022,4,4,18,8.62,72.96,-999.0,0.0,0.0,5.81,90.0,923
2022,4,4,19,8.14,74.97,-999.0,0.0,0.0,5.95,90.0,260
2022,4,4,20,7.73,76.49,-999.0,0.0,0.0,5.97,90.0,2
2022,4,4,21,7.31,77.61,-999.0,0.0,0.0,6.0,90.0,1
2022,4,4,22,6.85,78.18,-999.0,0.0,0.0,5.86,90.0,0
2022,4,4,23,6.38,78.27,-999.0,0.0,0.0,5.68,90.0,0
2022,4,5,0,6.02,77.51,-999.0,0.0,0.0,5.55,90.0,0
2022,4,5,1,6.0,74.87,-999.0,0.0,0.0,5.59,90.0,0
2022,4,5,2,5.99,72.85,-999.0,0.0,0.0,5.57,90.0,0
2022,4,5,3,5.85,71.98,-999.0,0.0,0.0,5.66,90.0,0
2022,4,5,4,5.65,71.91,-999.0,0.0,0.0,5.79,90.0,0
2022,4,5,5,5.7,72.0,0.25,7.7,0.0,5.69,88.71,0
2022,4,5,6,7.18,70.7,0.49,126.93,0.0,5.05,79.03,0
2022,4,5,7,8.99,59.9,0.62,316.8,0.0,4.64,67.9,17
2022,4,5,8,11.33,44.58,0.7,518.65,0.0,4.81,57.24,394
2022,4,5,9,12.69,40.1,0.75,691.38,0.0,4.66,47.63,1316
2022,4,5,10,13.46,38.84,0.74,772.17,0.0,4.28,40.03,2103
2022,4,5,11,13.92,38.67,0.76,837.75,0.0,4.06,35.9,2686
2022,4,5,12,13.94,39.99,0.7,769.42,0.0,4.14,36.48,2973
2022,4,5,13,13.67,42.4,0.69,706.05,0.0,4.34,41.57,1919
2022,4,5,14,13.49,44.61,0.64,566.65,0.0,4.37,49.76,2981
2022,4,5,15,13.43,46.1,0.61,416.2,0.0,4.26,59.68,2051
2022,4,5,16,13.06,49.01,0.52,238.2,0.0,3.95,70.48,2689
2022,4,5,17,11.63,63.34,0.39,80.9,0.0,2.88,81.28,1907
2022,4,5,18,10.14,70.09,-999.0,0.0,0.0,2.39,90.0,958
2022,4,5,19,10.09,68.17,-999.0,0.0,0.0,1.46,90.0,226
2022,4,5,20,9.88,67.84,-999.0,0.0,0.05,0.88,90.0,4
2022,4,5,21,9.51,69.94,-999.0,0.0,0.32,1.69,90.0,0
2022,4,5,22,9.37,71.8,-999.0,0.0,1.44,2.49,90.0,0
2022,4,5,23,9.48,72.57,-999.0,0.0,5.17,2.87,90.0,0
2022,4,6,0,9.53,73.21,-999.0,0.0,12.65,3.11,90.0,0
2022,4,6,1,9.45,75.59,-999.0,0.0,11.84,3.52,90.0,0
2022,4,6,2,9.16,78.7,-999.0,0.0,3.12,3.84,90.0,0
2022,4,6,3,8.87,81.62,-999.0,0.0,0.77,3.83,90.0,0
2022,4,6,4,8.74,81.63,-999.0,0.0,0.59,3.22,90.0,0
2022,4,6,5,9.08,78.69,0.19,6.47,0.59,2.48,88.56,0
2022,4,6,6,9.84,78.43,0.35,92.7,0.86,2.17,78.72,1
2022,4,6,7,11.02,74.3,0.43,221.25,1.48,1.97,67.6,20
2022,4,6,8,12.05,70.54,0.49,367.23,2.27,1.63,56.92,291
2022,4,6,9,12.73,68.65,0.56,514.65,2.28,0.95,47.28,924
2022,4,6,10,13.17,68.68,0.63,656.47,1.45,0.86,39.66,1373
2022,4,6,11,13.35,68.69,0.62,682.08,0.98,1.86,35.52,1460
2022,4,6,12,13.39,65.94,0.58,636.62,0.82,2.73,36.13,2913
2022,4,6,13,13.4,64.86,0.52,528.83,0.98,3.19,41.27,3048
2022,4,6,14,13.55,62.28,0.42,372.42,0.8,3.27,49.51,2600
2022,4,6,15,13.92,59.29,0.44,303.85,0.57,3.28,59.46,1891
2022,4,6,16,14.01,60.24,0.39,177.8,0.44,3.5,70.28,1753
2022,4,6,17,12.83,71.81,0.32,67.0,0.23,3.48,81.03,1701
2022,4,6,18,10.99,81.74,-999.0,0.0,0.01,3.87,90.0,887
2022,4,6,19,10.47,87.09,-999.0,0.0,0.0,3.82,90.0,210
2022,4,6,20,10.33,90.61,-999.0,0.0,0.0,3.59,90.0,1
2022,4,6,21,10.41,92.29,-999.0,0.0,0.0,3.24,90.0,0
2022,4,6,22,10.51,93.44,-999.0,0.0,0.0,2.66,90.0,0
2022,4,6,23,10.43,94.69,-999.0,0.0,0.0,2.12,90.0,0
2022,4,7,0,10.28,95.63,-999.0,0.0,0.0,1.73,90.0,0
2022,4,7,1,10.26,94.49,-999.0,0.0,0.0,1.55,90.0,0
2022,4,7,2,10.16,91.81,-999.0,0.0,0.0,1.65,90.0,0
2022,4,7,3,10.04,87.67,-999.0,0.0,0.0,1.89,90.0,0
2022,4,7,4,9.86,83.15,-999.0,0.0,0.0,2.16,90.0,0
2022,4,7,5,9.89,78.05,0.28,10.48,0.0,2.24,88.41,0
2022,4,7,6,11.14,75.89,0.5,135.62,0.0,1.94,78.42,0
2022,4,7,7,13.01,63.83,0.6,314.27,0.0,1.61,67.29,17
2022,4,7,8,15.07,59.85,0.66,493.92,0.0,2.58,56.6,346
2022,4,7,9,16.4,56.23,0.74,682.7,0.0,3.85,46.94,1223
2022,4,7,10,17.36,54.09,0.74,777.25,0.0,4.77,39.29,1876
2022,4,7,11,18.11,52.85,0.74,817.3,0.0,5.72,35.14,2649
2022,4,7,12,18.56,52.31,0.77,843.75,0.0,6.94,35.78,3087
2022,4,7,13,18.7,52.56,0.75,771.2,0.0,8.18,40.98,3254
2022,4,7,14,18.59,53.12,0.63,559.97,0.0,9.17,49.26,3277
2022,4,7,15,18.2,54.18,0.7,483.3,0.0,9.59,59.25,2984
2022,4,7,16,17.36,58.57,0.61,280.25,0.0,9.18,70.08,2526
2022,4,7,17,16.14,64.18,0.46,99.82,0.0,8.39,80.78,1865
2022,4,7,18,14.31,74.36,-999.0,0.0,0.0,6.93,90.0,899
2022,4,7,19,13.28,82.15,-999.0,0.0,0.0,5.65,90.0,245
2022,4,7,20,12.61,86.63,-999.0,0.0,0.0,4.41,90.0,8
2022,4,7,21,12.29,87.7,-999.0,0.0,0.0,3.31,90.0,0
2022,4,7,22,12.5,84.65,-999.0,0.0,0.0,2.33,90.0,0
2022,4,7,23,12.83,80.9,-999.0,0.0,0.01,1.4,90.0,0
2022,4,8,0,12.67,80.99,-999.0,0.0,0.04,0.73,90.0,0
2022,4,8,1,12.21,83.24,-999.0,0.0,0.02,0.8,90.0,0
2022,4,8,2,11.95,84.56,-999.0,0.0,0.0,0.9,90.0,0
2022,4,8,3,11.95,85.33,-999.0,0.0,0.0,0.78,90.0,0
2022,4,8,4,11.92,85.94,-999.0,0.0,0.0,0.54,90.0,0
2022,4,8,5,12.44,82.81,0.29,12.12,0.0,0.47,88.24,0
2022,4,8,6,13.29,79.98,0.4,110.68,0.0,1.05,78.12,0
2022,4,8,7,14.56,73.93,0.49,259.5,0.0,2.06,66.99,23
2022,4,8,8,15.96,68.43,0.53,401.62,0.0,3.65,56.28,302
2022,4,8,9,17.02,63.13,0.66,615.53,0.0,5.34,46.6,585
2022,4,8,10,17.95,54.35,0.71,747.9,0.0,6.78,38.92,1515
2022,4,8,11,18.87,47.13,0.71,796.95,0.0,8.05,34.76,2522
2022,4,8,12,19.34,44.46,0.69,766.15,0.0,9.17,35.43,2830
2022,4,8,13,19.38,44.74,0.7,716.53,0.0,9.91,40.68,3313
2022,4,8,14,19.16,46.4,0.69,614.8,0.0,9.87,49.01,2918
2022,4,8,15,18.68,49.04,0.56,391.17,0.0,9.21,59.03,3040
2022,4,8,16,17.87,53.28,0.48,223.48,0.0,8.3,69.89,2312
2022,4,8,17,16.53,60.01,0.39,87.55,0.0,7.38,80.53,1661
2022,4,8,18,15.11,66.47,-999.0,0.0,0.0,6.86,90.0,515
2022,4,8,19,14.8,68.03,-999.0,0.0,0.0,6.4,90.0,259
2022,4,8,20,14.37,71.41,-999.0,0.0,0.01,5.41,90.0,6
2022,4,8,21,14.04,74.15,-999.0,0.0,0.03,4.73,90.0,0
2022,4,8,22,13.74,76.52,-999.0,0.0,0.11,3.81,90.0,0
2022,4,8,23,13.48,78.36,-999.0,0.0,0.16,2.65,90.0,0
2022,4,9,0,13.15,81.65,-999.0,0.0,0.05,1.5,90.0,0
2022,4,9,1,13.3,79.62,-999.0,0.0,0.04,0.76,90.0,0
2022,4,9,2,12.61,84.42,-999.0,0.0,0.05,1.37,90.0,0
2022,4,9,3,11.82,91.36,-999.0,0.0,0.08,1.98,90.0,0
2022,4,9,4,11.62,93.2,-999.0,0.0,0.05,1.87,90.0,0
2022,4,9,5,11.76,91.25,0.25,11.55,0.05,1.45,88.07,0
2022,4,9,6,12.49,87.38,0.32,90.88,0.1,0.72,77.83,0
2022,4,9,7,13.32,80.42,0.36,195.5,0.42,0.69,66.69,23
2022,4,9,8,14.11,74.17,0.42,321.62,0.39,1.21,55.97,276
2022,4,9,9,14.77,67.42,0.49,459.17,0.41,1.47,46.26,587
2022,4,9,10,15.09,63.47,0.49,522.88,0.64,2.08,38.56,733
2022,4,9,11,15.46,61.44,0.53,588.83,0.58,3.01,34.38,2186
2022,4,9,12,15.55,59.11,0.56,618.67,0.17,4.01,35.08,1966
2022,4,9,13,15.4,60.22,0.55,564.6,0.15,5.25,40.39,2149
2022,4,9,14,14.82,63.64,0.47,417.73,0.2,6.19,48.77,2887
2022,4,9,15,13.98,67.13,0.45,315.52,0.23,6.63,58.82,2320
2022,4,9,16,13.07,71.47,0.43,201.52,0.18,6.61,69.69,1646
2022,4,9,17,12.23,76.45,0.36,81.45,1.19,5.97,80.28,859
2022,4,9,18,11.45,82.66,-999.0,0.0,0.01,4.32,90.0,380
2022,4,9,19,11.03,85.08,-999.0,0.0,0.01,3.2,90.0,89
2022,4,9,20,10.74,84.09,-999.0,0.0,0.03,2.69,90.0,0
2022,4,9,21,10.77,83.23,-999.0,0.0,0.03,2.3,90.0,0
2022,4,9,22,10.82,83.84,-999.0,0.0,0.03,2.11,90.0,0
2022,4,9,23,11.02,84.58,-999.0,0.0,0.03,1.86,90.0,0
2022,4,10,0,11.36,85.19,-999.0,0.0,0.03,1.53,90.0,0
2022,4,10,1,11.48,84.87,-999.0,0.0,0.03,1.22,90.0,0
2022,4,10,2,11.51,83.29,-999.0,0.0,0.13,0.93,90.0,0
2022,4,10,3,11.41,82.55,-999.0,0.0,0.14,0.84,90.0,0
2022,4,10,4,11.32,81.96,-999.0,0.0,0.05,0.88,90.0,0
2022,4,10,5,11.02,82.88,0.19,9.55,0.06,0.85,87.89,0
2022,4,10,6,11.72,81.21,0.3,88.18,0.06,0.93,77.54,0
2022,4,10,7,12.73,72.09,0.36,198.27,0.05,1.5,66.39,37
2022,4,10,8,13.68,65.72,0.44,337.9,0.06,2.49,55.66,232
2022,4,10,9,14.45,63.99,0.4,378.3,0.07,3.38,45.92,548
2022,4,10,10,15.0,62.96,0.48,510.98,0.06,4.06,38.19,491
2022,4,10,11,15.29,62.7,0.51,576.78,0.06,4.59,34.01,759
2022,4,10,12,15.59,62.46,0.54,607.42,0.05,4.9,34.73,1504
2022,4,10,13,15.39,63.87,0.64,664.8,0.02,5.18,40.1,1480
2022,4,10,14,15.03,65.97,0.66,590.4,0.02,5.4,48.52,1410
2022,4,10,15,14.88,67.04,0.64,452.98,0.01,5.41,58.61,1708
2022,4,10,16,14.54,68.79,0.55,260.58,0.0,5.21,69.5,2174
2022,4,10,17,13.81,73.1,0.42,91.6,0.0,4.53,80.66,1740
2022,4,10,18,12.24,82.9,0.24,3.65,0.0,3.56,89.36,927
2022,4,10,19,11.63,85.98,-999.0,0.0,0.0,3.34,90.0,300
2022,4,10,20,11.29,88.43,-999.0,0.0,0.0,3.01,90.0,6
2022,4,10,21,11.07,90.55,-999.0,0.0,0.0,2.7,90.0,0
2022,4,10,22,10.96,91.8,-999.0,0.0,0.0,2.49,90.0,0
2022,4,10,23,10.92,92.63,-999.0,0.0,0.0,2.39,90.0,0
2022,4,11,0,10.87,93.54,-999.0,0.0,0.0,2.32,90.0,0
2022,4,11,1,10.78,94.1,-999.0,0.0,0.0,2.29,90.0,0
2022,4,11,2,10.84,93.48,-999.0,0.0,0.0,2.16,90.0,0
2022,4,11,3,10.97,92.06,-999.0,0.0,0.0,2.05,90.0,0
2022,4,11,4,10.96,91.99,-999.0,0.0,0.0,1.89,90.0,0
2022,4,11,5,11.32,90.4,0.29,15.75,0.0,1.68,87.71,0
2022,4,11,6,12.16,87.1,0.44,132.12,0.0,1.73,77.24,0
2022,4,11,7,13.17,80.27,0.53,290.38,0.0,2.55,66.09,79
2022,4,11,8,14.0,74.08,0.59,452.73,0.0,3.11,55.35,571
2022,4,11,9,14.67,70.85,0.65,620.95,0.0,3.61,45.59,1297
2022,4,11,10,15.03,69.5,0.66,710.75,0.0,4.01,37.83,1883
2022,4,11,11,15.17,68.2,0.73,820.83,0.0,4.41,33.64,2300
2022,4,11,12,15.12,67.47,0.69,769.47,0.0,4.69,34.39,2217
2022,4,11,13,15.14,66.7,0.61,633.0,0.0,4.84,39.81,3056
2022,4,11,14,15.13,66.79,0.58,525.75,0.0,5.0,48.28,2468
2022,4,11,15,14.82,69.24,0.55,388.4,0.0,5.31,58.4,2379
2022,4,11,16,14.1,74.7,0.45,217.57,0.0,5.7,69.3,2001
2022,4,11,17,13.13,82.51,0.32,72.88,0.0,5.59,80.47,1359
2022,4,11,18,12.21,90.12,0.22,3.6,0.01,5.2,89.29,759
2022,4,11,19,11.98,92.06,-999.0,0.0,0.05,7.09,90.0,181
2022,4,11,20,11.92,93.27,-999.0,0.0,0.03,8.13,90.0,7
2022,4,11,21,12.09,93.82,-999.0,0.0,0.11,7.28,90.0,0
2022,4,11,22,12.13,93.58,-999.0,0.0,0.04,6.82,90.0,0
2022,4,11,23,12.04,93.43,-999.0,0.0,0.02,6.54,90.0,0
2022,4,12,0,11.87,94.21,-999.0,0.0,0.01,6.69,90.0,0
2022,4,12,1,11.63,95.54,-999.0,0.0,0.0,6.8,90.0,0
2022,4,12,2,11.6,95.35,-999.0,0.0,0.03,6.81,90.0,0
2022,4,12,3,11.54,94.91,-999.0,0.0,0.04,6.97,90.0,0
2022,4,12,4,11.44,94.82,-999.0,0.0,0.02,7.31,90.0,0
2022,4,12,5,11.52,94.06,0.06,3.53,0.02,7.99,87.52,0
2022,4,12,6,12.17,91.43,0.06,16.85,0.04,8.72,76.96,0
2022,4,12,7,13.04,87.94,0.08,46.47,0.21,8.94,65.8,28
2022,4,12,8,13.71,86.01,0.11,87.1,0.72,8.84,55.04,287
2022,4,12,9,13.95,86.39,0.15,146.23,1.01,8.42,45.26,116
2022,4,12,10,14.02,87.17,0.19,199.15,1.44,8.05,37.48,160
2022,4,12,11,14.18,87.41,0.31,347.6,1.34,7.75,33.27,373
2022,4,12,12,14.25,87.88,0.29,323.73,1.15,7.27,34.05,938
2022,4,12,13,14.11,88.96,0.29,299.08,1.13,6.98,39.52,2055
2022,4,12,14,14.07,89.46,0.28,255.2,2.51,7.01,48.05,1674
2022,4,12,15,14.11,89.42,0.21,149.88,3.7,6.89,58.19,1424
2022,4,12,16,13.82,91.22,0.17,82.57,1.6,6.43,69.11,1140
2022,4,12,17,13.32,94.36,0.12,28.38,1.31,5.87,80.28,971
2022,4,12,18,12.99,96.12,0.13,2.3,1.76,5.39,89.22,556
2022,4,12,19,12.89,96.24,-999.0,0.0,1.84,5.31,90.0,183
2022,4,12,20,12.84,96.36,-999.0,0.0,2.56,5.25,90.0,0
2022,4,12,21,12.83,96.18,-999.0,0.0,4.31,5.61,90.0,0
2022,4,12,22,12.79,96.1,-999.0,0.0,8.44,5.55,90.0,0
2022,4,12,23,12.78,95.87,-999.0,0.0,12.85,5.2,90.0,0
2022,4,13,0,12.73,96.07,-999.0,0.0,9.08,5.14,90.0,0
2022,4,13,1,12.65,95.6,-999.0,0.0,5.37,5.47,90.0,0
2022,4,13,2,12.54,95.09,-999.0,0.0,2.86,5.93,90.0,0
2022,4,13,3,12.46,94.69,-999.0,0.0,1.42,6.6,90.0,0
2022,4,13,4,12.39,94.89,-999.0,0.0,1.39,6.79,90.0,0
2022,4,13,5,12.35,95.05,0.04,2.42,2.33,6.96,87.32,0
2022,4,13,6,12.46,94.93,0.05,16.83,3.47,7.41,76.67,0
2022,4,13,7,12.75,94.57,0.06,35.12,5.48,7.55,65.51,0
2022,4,13,8,13.17,93.92,0.07,55.33,8.76,7.89,54.74,5
2022,4,13,9,13.45,92.99,0.09,82.47,10.12,8.55,44.94,51
2022,4,13,10,13.62,91.08,0.1,112.68,6.58,8.88,37.12,175
2022,4,13,11,13.84,88.5,0.1,115.65,2.79,9.02,32.9,217
2022,4,13,12,14.11,85.38,0.17,192.0,0.95,9.19,33.72,352
2022,4,13,13,14.45,81.98,0.07,73.57,0.37,9.53,39.24,401
2022,4,13,14,14.55,80.12,0.07,63.55,0.25,9.75,47.81,434
2022,4,13,15,14.38,79.29,0.1,71.62,0.41,10.07,57.99,186
2022,4,13,16,13.91,80.57,0.06,30.2,0.36,10.11,68.92,240
2022,4,13,17,13.22,83.99,0.06,13.73,0.54,9.3,80.09,498
2022,4,13,18,12.56,86.88,0.1,2.03,0.86,8.51,89.15,328
2022,4,13,19,12.23,86.96,-999.0,0.0,0.68,8.14,90.0,66
2022,4,13,20,12.09,84.66,-999.0,0.0,0.37,7.85,90.0,3
2022,4,13,21,12.07,81.73,-999.0,0.0,0.18,7.38,90.0,0
2022,4,13,22,12.05,80.25,-999.0,0.0,0.12,6.95,90.0,0
2022,4,13,23,11.89,79.84,-999.0,0.0,0.12,6.56,90.0,0
2022,4,14,0,11.76,78.88,-999.0,0.0,0.02,6.39,90.0,0
2022,4,14,1,11.61,77.77,-999.0,0.0,0.0,6.32,90.0,0
2022,4,14,2,11.45,76.82,-999.0,0.0,0.0,6.32,90.0,0
2022,4,14,3,11.39,76.3,-999.0,0.0,0.0,6.38,90.0,0
2022,4,14,4,11.46,75.36,-999.0,0.0,0.0,6.43,90.0,0
2022,4,14,5,11.7,73.71,0.19,12.62,0.0,6.42,87.12,0
2022,4,14,6,13.48,68.06,0.33,105.4,0.0,6.63,76.39,0
2022,4,14,7,15.41,62.91,0.43,244.57,0.0,7.16,65.23,18
2022,4,14,8,16.83,61.03,0.52,411.38,0.0,9.0,54.44,299
2022,4,14,9,17.55,59.28,0.57,544.53,0.0,9.41,44.61,1116
2022,4,14,10,17.61,59.08,0.62,671.0,0.0,8.95,36.77,1875
2022,4,14,11,17.95,58.0,0.67,760.2,0.0,8.56,32.54,1487
2022,4,14,12,18.3,56.14,0.68,768.22,0.0,8.29,33.38,1995
2022,4,14,13,18.36,55.62,0.67,701.58,0.0,7.84,38.96,2419
2022,4,14,14,17.62,58.75,0.63,574.4,0.0,7.08,47.58,3087
2022,4,14,15,16.7,65.29,0.53,380.83,0.0,5.93,57.78,2736
2022,4,14,16,15.91,70.96,0.44,214.18,0.0,5.29,68.73,2297
2022,4,14,17,15.15,74.18,0.32,76.6,0.0,5.1,79.9,1622
2022,4,14,18,14.51,75.98,0.2,4.32,0.0,4.95,89.07,867
2022,4,14,19,14.1,77.47,-999.0,0.0,0.0,4.51,90.0,224
2022,4,14,20,13.82,78.81,-999.0,0.0,0.0,3.94,90.0,3
2022,4,14,21,13.68,79.86,-999.0,0.0,0.0,3.55,90.0,0
2022,4,14,22,13.46,80.39,-999.0,0.0,0.0,3.44,90.0,0
2022,4,14,23,13.25,80.87,-999.0,0.0,0.0,3.32,90.0,0
2022,4,15,0,13.22,81.56,-999.0,0.0,0.0,3.15,90.0,0
2022,4,15,1,13.2,82.09,-999.0,0.0,0.0,3.05,90.0,0
2022,4,15,2,13.0,82.75,-999.0,0.0,0.0,3.06,90.0,0
2022,4,15,3,13.03,82.48,-999.0,0.0,0.0,2.98,90.0,0
2022,4,15,4,13.13,81.31,-999.0,0.0,0.0,2.93,90.0,0
2022,4,15,5,13.42,81.13,0.24,17.67,0.0,3.09,86.91,0
2022,4,15,6,14.7,79.9,0.34,109.05,0.0,3.14,76.11,0
2022,4,15,7,16.27,71.15,0.43,248.0,0.0,3.49,64.94,65
2022,4,15,8,17.71,64.8,0.5,399.05,0.0,3.4,54.14,498
2022,4,15,9,19.33,58.92,0.6,584.9,0.0,3.96,44.3,1266
2022,4,15,10,20.01,56.68,0.67,728.58,0.0,3.86,36.42,1818
2022,4,15,11,20.31,56.28,0.69,794.75,0.0,3.81,32.18,2419
2022,4,15,12,20.51,56.17,0.67,760.03,0.0,3.85,33.05,2528
2022,4,15,13,20.63,56.13,0.67,708.75,0.0,3.91,38.68,2796
2022,4,15,14,20.43,57.21,0.63,581.45,0.0,3.89,47.35,2672
2022,4,15,15,19.94,59.37,0.62,447.95,0.0,3.74,57.58,2368
2022,4,15,16,18.87,65.37,0.54,268.9,0.0,3.24,68.54,2266
2022,4,15,17,17.2,76.44,0.41,99.4,0.0,2.16,79.72,1653
2022,4,15,18,15.82,84.73,0.23,5.55,0.0,1.05,88.99,854
2022,4,15,19,14.91,88.37,-999.0,0.0,0.0,1.81,90.0,250
2022,4,15,20,14.61,88.4,-999.0,0.0,0.0,2.93,90.0,2
2022,4,15,21,14.77,84.74,-999.0,0.0,0.0,3.69,90.0,0
2022,4,15,22,14.94,80.78,-999.0,0.0,0.0,3.88,90.0,0
2022,4,15,23,15.08,77.79,-999.0,0.0,0.0,3.77,90.0,0
2022,4,16,0,15.17,76.3,-999.0,0.0,0.0,3.47,90.0,0
2022,4,16,1,15.0,76.83,-999.0,0.0,0.0,3.3,90.0,0
2022,4,16,2,14.68,78.32,-999.0,0.0,0.0,3.32,90.0,0
2022,4,16,3,14.36,79.37,-999.0,0.0,0.0,3.09,90.0,0
2022,4,16,4,14.14,79.11,-999.0,0.0,0.0,2.53,90.0,0
2022,4,16,5,14.13,78.17,0.28,22.12,0.0,1.93,86.7,0
2022,4,16,6,15.19,74.48,0.48,159.15,0.0,1.61,75.83,0
2022,4,16,7,16.37,67.87,0.61,350.6,0.0,2.07,64.67,73
2022,4,16,8,18.0,63.07,0.68,543.28,0.0,3.55,53.85,471
2022,4,16,9,19.36,58.85,0.71,686.58,0.0,4.11,43.98,1273
2022,4,16,10,20.34,55.63,0.72,781.42,0.0,4.4,36.08,1809
2022,4,16,11,20.93,53.69,0.73,842.92,0.0,4.63,31.82,2462
2022,4,16,12,21.2,52.78,0.62,701.6,0.0,4.74,32.72,2635
2022,4,16,13,21.18,52.7,0.73,772.12,0.0,4.61,38.41,2331
2022,4,16,14,20.77,54.22,0.63,578.83,0.0,4.42,47.12,2187
2022,4,16,15,20.03,57.29,0.58,420.9,0.0,4.33,57.38,2235
2022,4,16,16,18.95,62.42,0.61,304.0,0.0,4.13,68.35,2027
2022,4,16,17,17.51,70.79,0.48,118.95,0.0,3.17,79.53,1764
2022,4,16,18,16.03,80.85,0.27,6.97,0.0,1.4,88.91,918
2022,4,16,19,16.02,77.82,-999.0,0.0,0.0,0.37,90.0,273
2022,4,16,20,15.45,80.47,-999.0,0.0,0.0,1.75,90.0,9
2022,4,16,21,15.38,78.18,-999.0,0.0,0.0,2.25,90.0,0
2022,4,16,22,15.55,74.43,-999.0,0.0,0.0,2.12,90.0,0
2022,4,16,23,15.35,73.28,-999.0,0.0,0.0,1.95,90.0,0
2022,4,17,0,14.93,74.7,-999.0,0.0,0.0,1.9,90.0,0
2022,4,17,1,14.48,76.5,-999.0,0.0,0.0,1.87,90.0,0
2022,4,17,2,13.96,78.32,-999.0,0.0,0.0,1.86,90.0,0
2022,4,17,3,13.49,77.57,-999.0,0.0,0.0,2.03,90.0,0
2022,4,17,4,12.84,78.16,-999.0,0.0,0.0,2.34,90.0,0
2022,4,17,5,12.25,79.15,0.34,28.2,0.0,2.9,86.48,0
2022,4,17,6,13.77,73.2,0.55,186.48,0.0,3.36,75.56,0
2022,4,17,7,15.43,64.51,0.65,377.85,0.0,3.39,64.39,56
2022,4,17,8,17.61,57.83,0.69,557.6,0.0,4.09,53.56,510
2022,4,17,9,18.75,56.05,0.71,693.88,0.0,4.28,43.67,1235
2022,4,17,10,19.37,55.05,0.74,815.2,0.0,4.69,35.74,1729
2022,4,17,11,19.57,55.7,0.72,830.0,0.0,4.86,31.46,2573
2022,4,17,12,19.42,57.97,0.7,800.83,0.0,4.85,32.39,2944
2022,4,17,13,18.98,61.08,0.66,696.38,0.0,4.88,38.14,1992
2022,4,17,14,18.4,64.14,0.71,654.78,0.01,4.58,46.89,1813
2022,4,17,15,17.85,66.6,0.67,489.98,0.0,3.82,57.18,1706
2022,4,17,16,17.28,68.69,0.59,295.23,0.0,2.98,68.16,2368
2022,4,17,17,16.43,72.75,0.44,110.95,0.0,2.31,79.34,1831
2022,4,17,18,14.78,85.97,0.25,7.03,0.0,1.65,88.82,920
2022,4,17,19,14.09,88.37,-999.0,0.0,0.0,1.46,90.0,246
2022,4,17,20,13.62,88.81,-999.0,0.0,0.0,1.58,90.0,25
2022,4,17,21,13.15,90.34,-999.0,0.0,0.0,2.08,90.0,0
2022,4,17,22,12.9,90.85,-999.0,0.0,0.0,2.56,90.0,0
2022,4,17,23,12.63,91.48,-999.0,0.0,0.0,2.9,90.0,0
2022,4,18,0,12.3,92.45,-999.0,0.0,0.0,3.13,90.0,0
2022,4,18,1,12.09,92.37,-999.0,0.0,0.0,3.24,90.0,0
2022,4,18,2,12.09,89.98,-999.0,0.0,0.0,3.13,90.0,0
