,name,address,date,kWh,year,month,day,hour,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,T2M,RH2M,WS10M,ALLSKY_SFC_SW_DIFF,PRECTOTCORR
9718,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-05-14 08:00:00,3.204,2020,5,14,8,642.15,675.88,709.02,0.74,0.22,49.24,16.24,37.64,5.64,190.7,0.01
9719,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-05-14 09:00:00,6.632,2020,5,14,9,732.28,794.33,748.14,0.73,0.2,41.35,16.71,36.86,6.71,190.39,0.09
9720,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-05-14 16:00:00,12.338,2020,5,14,16,289.65,409.75,422.49,0.51,0.22,64.76,11.93,53.91,5.23,135.42,1.55
9721,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-05-14 17:00:00,9.219,2020,5,14,17,171.5,238.32,231.99,0.47,0.25,74.01,10.75,57.0,4.79,106.66,1.78
9722,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-05-14 18:00:00,4.126,2020,5,14,18,64.03,89.93,52.15,0.37,0.24,82.45,9.0,64.63,3.55,53.05,2.6
9723,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-05-14 19:00:00,1.984,2020,5,14,19,0.0,0.0,0.0,-999.0,-999.0,90.0,6.99,74.16,2.92,0.0,4.19
9724,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-05-14 20:00:00,0.714,2020,5,14,20,0.0,0.0,0.0,-999.0,-999.0,90.0,5.74,78.07,2.75,0.0,6.53
9725,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-05-14 21:00:00,0.002,2020,5,14,21,0.0,0.0,0.0,-999.0,-999.0,90.0,4.68,80.39,2.68,0.0,9.79
9726,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-01-21 11:00:00,3.165,2020,1,21,11,292.48,315.42,551.94,0.66,0.4,71.67,0.8,82.27,1.58,125.27,0.0
9727,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-01-21 08:00:00,0.014,2020,1,21,8,63.8,80.82,213.25,0.42,0.39,83.76,-5.72,82.98,3.2,43.24,0.0
9728,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-01-21 09:00:00,0.533,2020,1,21,9,154.88,187.48,373.84,0.53,0.38,78.06,-3.09,83.16,2.77,82.83,0.0
9729,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-01-21 12:00:00,4.326,2020,1,21,12,293.15,305.77,654.71,0.67,0.38,71.93,0.82,84.93,1.47,94.05,0.0
9730,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-01-21 13:00:00,4.084,2020,1,21,13,190.88,253.18,248.1,0.51,0.4,74.54,0.73,86.74,1.88,136.5,0.0
9731,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-01-21 14:00:00,2.574,2020,1,21,14,113.03,159.7,156.35,0.43,0.4,79.24,0.63,86.88,2.67,90.84,0.0
9732,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-01-21 15:00:00,1.159,2020,1,21,15,32.2,49.5,47.58,0.3,0.4,85.61,0.24,88.65,3.7,30.8,0.14
9733,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-01-21 16:00:00,0.233,2020,1,21,16,0.0,0.0,0.0,-999.0,-999.0,90.0,-0.64,93.13,3.77,0.0,0.72
9734,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-12-16 12:00:00,0.154,2019,12,16,12,188.45,250.2,353.92,0.55,0.42,75.8,-3.81,76.65,5.19,107.72,0.0
9735,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-12-16 13:00:00,0.11,2019,12,16,13,131.6,186.52,225.75,0.49,0.42,78.87,-3.51,78.78,4.09,85.64,0.0
9736,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-12-16 14:00:00,0.005,2019,12,16,14,56.9,88.62,176.54,0.38,0.43,83.89,-4.64,80.78,3.97,42.3,0.02
9737,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-12-17 13:00:00,0.71,2019,12,17,13,108.9,181.88,155.07,0.4,0.45,78.87,1.06,79.89,5.59,81.84,0.07
9738,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-12-17 14:00:00,1.172,2019,12,17,14,46.97,86.75,132.6,0.31,0.45,83.88,0.69,79.31,5.29,36.86,0.03
9739,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-12-17 15:00:00,0.472,2019,12,17,15,4.22,6.4,24.41,0.25,0.43,89.31,0.02,78.78,5.07,5.39,0.01
9740,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-09-17 07:00:00,0.053,2019,9,17,7,155.2,297.95,87.81,0.35,0.13,71.05,10.24,76.56,3.93,117.58,0.02
9741,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-09-17 08:00:00,0.696,2019,9,17,8,245.2,450.33,79.21,0.4,0.13,62.89,13.18,60.51,4.64,195.8,0.01
9742,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-09-17 09:00:00,3.698,2019,9,17,9,321.48,571.85,60.46,0.43,0.13,56.1,15.65,48.54,4.57,260.84,0.02
9743,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-09-17 10:00:00,3.606,2019,9,17,10,413.45,650.95,80.83,0.49,0.14,51.41,16.63,43.19,3.82,328.69,0.02
9744,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-09-17 11:00:00,4.701,2019,9,17,11,511.38,672.08,284.66,0.58,0.12,49.52,17.76,38.25,3.46,317.89,0.02
9745,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-09-17 12:00:00,5.518,2019,9,17,12,457.52,652.75,372.54,0.54,0.14,50.77,18.72,34.43,3.44,275.49,0.02
9746,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-09-17 13:00:00,6.788,2019,9,17,13,439.73,582.53,423.61,0.57,0.11,54.94,18.97,32.67,3.13,218.86,0.02
9747,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-09-17 14:00:00,8.273,2019,9,17,14,333.9,468.45,405.17,0.52,0.11,61.36,18.75,32.4,2.57,149.97,0.02
9748,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-09-17 15:00:00,9.372,2019,9,17,15,227.5,322.05,364.11,0.48,0.11,69.31,18.12,33.78,1.9,107.97,0.02
9749,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-09-17 16:00:00,8.025,2019,9,17,16,114.5,160.7,305.53,0.41,0.15,78.15,16.88,46.73,0.87,57.66,0.01
9750,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-09-17 17:00:00,5.264,2019,9,17,17,18.48,24.2,68.74,0.28,0.15,87.18,14.16,56.1,0.91,17.66,0.0
9751,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-09-17 18:00:00,1.932,2019,9,17,18,0.0,0.0,0.0,-999.0,-999.0,90.0,11.84,60.73,1.45,0.0,0.0
9752,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-09-17 19:00:00,0.045,2019,9,17,19,0.0,0.0,0.0,-999.0,-999.0,90.0,10.5,67.54,1.46,0.0,0.0
9753,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-02-16 14:00:00,6.975,2020,2,16,14,238.55,329.38,343.64,0.55,0.4,72.03,-0.31,65.86,3.8,140.66,1.21
9754,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-03-04 07:00:00,0.004,2020,3,4,7,103.78,161.3,105.36,0.44,0.49,80.26,0.24,62.85,6.18,86.06,0.18
9755,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-03-04 08:00:00,0.3,2020,3,4,8,227.0,326.55,125.27,0.54,0.47,72.15,1.9,45.72,8.76,174.17,0.04
9756,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-03-04 09:00:00,1.574,2020,3,4,9,325.62,465.83,132.39,0.56,0.47,65.32,2.83,36.41,11.26,256.49,0.02
9757,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-05-22 20:00:00,0.147,2020,5,22,20,0.0,0.0,0.0,-999.0,-999.0,90.0,6.15,80.12,1.05,0.0,0.68
9758,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-07-04 07:00:00,0.105,2019,7,4,7,96.35,524.35,0.0,0.13,0.14,56.37,9.98,92.68,4.06,84.33,30.44
9759,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-07-04 08:00:00,0.289,2019,7,4,8,126.22,668.7,0.0,0.14,0.14,47.28,10.5,89.86,4.1,106.02,31.77
9760,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-07-04 09:00:00,0.759,2019,7,4,9,123.78,784.83,1.43,0.12,0.13,38.96,11.03,86.66,4.02,101.87,31.95
9761,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-07-04 10:00:00,1.699,2019,7,4,10,137.38,865.0,5.4,0.12,0.14,32.39,11.52,83.6,3.86,111.91,31.39
9762,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-07-04 11:00:00,3.398,2019,7,4,11,145.82,900.1,0.0,0.13,0.14,29.02,11.89,80.98,3.77,116.49,28.31
9763,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-07-04 12:00:00,4.539,2019,7,4,12,209.73,890.62,0.0,0.18,0.15,30.05,12.05,79.44,4.02,170.32,24.04
9764,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-07-04 13:00:00,4.174,2019,7,4,13,257.23,837.42,22.08,0.24,0.15,35.07,12.0,79.22,4.41,207.69,19.9
9765,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-07-04 14:00:00,3.062,2019,7,4,14,195.68,743.1,68.62,0.2,0.14,42.59,11.92,79.27,4.57,135.65,18.46
9766,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-07-04 15:00:00,1.699,2019,7,4,15,143.1,615.28,35.79,0.17,0.14,51.35,11.62,80.38,4.51,112.3,17.75
9767,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-07-04 16:00:00,1.681,2019,7,4,16,130.0,464.05,70.93,0.2,0.15,60.59,11.19,82.65,4.13,95.82,16.95
9768,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-07-04 17:00:00,1.49,2019,7,4,17,78.8,304.25,47.4,0.17,0.15,69.84,10.73,86.74,3.33,61.38,15.66
9769,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-07-04 18:00:00,1.156,2019,7,4,18,33.0,149.75,1.96,0.13,0.14,78.72,10.15,92.43,2.25,29.75,14.41
9770,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-07-04 19:00:00,0.629,2019,7,4,19,7.95,27.7,0.0,0.11,0.14,86.88,9.36,95.58,1.64,8.09,16.62
9771,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-07-04 20:00:00,0.463,2019,7,4,20,0.0,0.0,0.0,-999.0,-999.0,90.0,9.01,96.17,1.44,0.0,20.97
9772,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-07-04 21:00:00,0.005,2019,7,4,21,0.0,0.0,0.0,-999.0,-999.0,90.0,8.84,96.06,1.31,0.0,23.0
9773,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-01-01 12:00:00,2.798,2020,1,1,12,165.68,256.5,140.55,0.46,0.39,75.22,0.47,95.92,2.99,125.58,0.28
9774,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-01-01 13:00:00,2.886,2020,1,1,13,124.03,199.68,147.19,0.42,0.4,78.03,0.47,95.75,1.84,90.58,0.12
9775,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-01-01 14:00:00,1.869,2020,1,1,14,64.0,106.45,183.38,0.36,0.41,82.82,0.07,93.13,1.57,45.43,0.06
9776,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-12-18 09:00:00,0.272,2019,12,18,9,115.15,150.98,262.32,0.48,0.37,80.11,-0.58,79.85,3.72,73.86,0.04
9777,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-12-18 10:00:00,1.228,2019,12,18,10,178.77,222.45,457.59,0.54,0.35,76.48,0.52,79.56,3.22,84.22,0.01
9778,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-12-18 11:00:00,1.623,2019,12,18,11,210.5,252.57,395.04,0.58,0.36,75.01,1.1,80.12,2.65,115.41,0.0
9779,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-12-18 12:00:00,2.488,2019,12,18,12,196.12,236.88,401.03,0.57,0.37,75.83,1.45,79.98,2.1,109.91,0.0
9780,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-12-18 13:00:00,1.972,2019,12,18,13,138.45,177.0,248.82,0.51,0.37,78.87,1.26,81.46,1.84,94.83,0.0
9781,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-12-18 14:00:00,1.08,2019,12,18,14,55.28,83.88,149.82,0.37,0.41,83.86,-0.19,82.33,2.24,42.18,0.0
9782,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-12-18 15:00:00,0.461,2019,12,18,15,3.9,6.2,16.82,0.23,0.43,89.3,-2.18,82.88,2.79,5.08,0.0
9783,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-12-18 16:00:00,0.017,2019,12,18,16,0.0,0.0,0.0,-999.0,-999.0,90.0,-3.52,83.69,3.13,0.0,0.0
9784,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-01-05 16:00:00,0.075,2020,1,5,16,0.0,0.0,0.0,-999.0,-999.0,90.0,-3.88,81.29,5.88,0.0,0.04
9785,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-01-06 08:00:00,0.007,2020,1,6,8,47.67,59.8,351.9,0.46,0.4,85.73,-6.64,73.34,5.0,20.24,0.0
9786,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-01-06 09:00:00,0.265,2020,1,6,9,136.6,169.05,575.54,0.56,0.39,80.0,-4.76,71.16,4.81,42.09,0.0
9787,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-01-06 10:00:00,0.576,2020,1,6,10,206.95,249.27,615.13,0.61,0.36,76.02,-2.91,70.09,4.57,61.08,0.01
9788,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-01-06 11:00:00,0.837,2020,1,6,11,236.9,287.48,605.22,0.62,0.36,74.18,-1.8,69.01,4.48,80.01,0.01
9789,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-09-26 07:00:00,0.001,2019,9,26,7,103.62,263.85,76.24,0.27,0.13,73.46,8.28,81.0,1.98,82.67,0.09
9790,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-09-26 08:00:00,0.834,2019,9,26,8,168.98,414.55,111.44,0.3,0.13,65.52,10.51,69.38,5.29,124.47,0.88
9791,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-09-26 09:00:00,2.401,2019,9,26,9,241.57,535.22,155.53,0.35,0.13,59.02,12.05,54.98,8.46,165.32,1.77
9792,Calgary Fire Hall Headquarters,1212 42 AV SE,2022-04-23 20:00:00,0.053,2022,4,23,20,0.0,0.0,0.0,-999.0,-999.0,90.0,5.63,55.4,1.37,0.0,1.46
9793,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-09-26 10:00:00,5.989,2019,9,26,10,303.95,614.08,93.12,0.39,0.13,54.64,11.99,48.91,9.69,234.19,1.55
9794,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-09-26 11:00:00,7.958,2019,9,26,11,208.85,638.22,98.19,0.26,0.13,52.99,11.89,44.6,9.01,144.49,0.84
9795,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-09-26 15:00:00,3.618,2019,9,26,15,106.03,266.27,95.61,0.26,0.13,72.64,10.6,45.41,5.67,78.02,0.84
9796,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-09-26 16:00:00,4.282,2019,9,26,16,46.1,107.97,72.11,0.23,0.14,81.41,9.04,53.94,4.33,34.47,0.61
9797,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-09-26 17:00:00,1.526,2019,9,26,17,3.9,6.4,10.22,0.19,0.14,89.13,6.74,71.25,2.84,5.46,0.74
9798,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-09-26 19:00:00,0.025,2019,9,26,19,0.0,0.0,0.0,-999.0,-999.0,90.0,4.8,84.13,1.81,0.0,0.93
9799,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-11-04 09:00:00,0.005,2019,11,4,9,140.12,312.95,56.55,0.32,0.15,71.6,-0.07,79.56,2.21,116.84,0.24
9800,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-11-04 10:00:00,0.086,2019,11,4,10,173.02,379.98,68.08,0.34,0.15,68.14,1.05,75.26,2.19,136.59,0.38
9801,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-11-04 11:00:00,0.169,2019,11,4,11,139.3,399.52,60.21,0.26,0.15,67.08,1.68,73.99,2.25,115.53,0.82
9802,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-11-04 12:00:00,0.185,2019,11,4,12,113.45,372.05,45.05,0.22,0.14,68.54,1.99,73.94,2.45,92.7,1.41
9803,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-11-04 13:00:00,0.096,2019,11,4,13,86.68,298.7,32.77,0.21,0.14,72.35,1.99,75.51,3.04,72.33,1.78
9804,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-11-04 14:00:00,0.01,2019,11,4,14,52.8,187.02,23.52,0.19,0.14,78.14,1.38,80.95,3.66,45.6,2.38
9805,Calgary Fire Hall Headquarters,1212 42 AV SE,2022-08-19 09:00:00,4.187,2022,8,19,9,513.5,629.92,198.77,0.57,0.15,47.65,27.77,28.11,5.78,374.19,0.0
9806,Calgary Fire Hall Headquarters,1212 42 AV SE,2022-08-19 10:00:00,6.765,2022,8,19,10,563.6,707.05,254.77,0.57,0.15,41.95,29.44,26.48,6.12,398.8,0.0
9807,Calgary Fire Hall Headquarters,1212 42 AV SE,2022-08-19 15:00:00,10.72,2022,8,19,15,314.77,417.42,208.7,0.47,0.1,59.5,30.17,22.83,5.13,209.09,0.0
9808,Calgary Fire Hall Headquarters,1212 42 AV SE,2022-08-19 16:00:00,8.164,2022,8,19,16,207.68,268.52,102.59,0.43,0.16,68.56,29.04,24.88,4.54,169.98,0.0
9809,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-05-20 07:00:00,0.361,2020,5,20,7,140.65,534.45,44.95,0.2,0.19,57.18,10.31,80.67,2.64,115.42,12.4
9810,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-05-20 08:00:00,0.795,2020,5,20,8,238.8,678.25,9.06,0.27,0.2,48.23,11.72,74.36,3.13,201.09,9.57
9811,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-05-20 09:00:00,0.986,2020,5,20,9,297.7,791.7,8.55,0.29,0.2,40.24,13.18,67.42,3.84,243.37,7.88
9812,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-05-20 10:00:00,0.979,2020,5,20,10,281.0,866.08,62.04,0.26,0.2,34.23,14.25,62.92,4.57,215.99,6.17
9813,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-05-20 11:00:00,2.102,2020,5,20,11,266.73,871.3,29.78,0.24,0.2,31.53,14.83,60.63,5.43,209.83,5.93
9814,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-05-20 12:00:00,2.2,2020,5,20,12,216.2,851.17,13.53,0.19,0.19,33.04,14.93,60.35,6.1,174.55,11.59
9815,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-05-20 13:00:00,2.04,2020,5,20,13,284.38,786.5,27.31,0.27,0.2,38.24,14.76,61.63,6.34,229.99,17.82
9816,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-05-20 14:00:00,2.266,2020,5,20,14,186.12,679.35,11.13,0.2,0.19,45.77,14.2,65.28,5.51,153.87,36.05
9817,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-05-20 16:00:00,1.407,2020,5,20,16,51.25,380.5,0.43,0.09,0.18,63.74,11.49,79.89,1.79,44.35,64.54
9818,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-05-20 17:00:00,1.043,2020,5,20,17,13.82,217.93,0.59,0.04,0.17,72.98,10.08,86.01,3.06,11.99,33.54
9819,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-05-20 19:00:00,0.149,2020,5,20,19,2.1,5.35,0.0,0.1,0.21,89.06,7.88,93.79,2.22,2.4,55.27
9820,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-07-14 06:00:00,0.434,2019,7,14,6,204.93,345.8,21.72,0.39,0.16,66.78,16.58,79.19,1.86,175.81,0.27
9821,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-07-14 07:00:00,1.852,2019,7,14,7,296.83,508.35,36.42,0.42,0.16,57.49,18.55,69.78,1.62,248.73,0.63
9822,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-07-14 08:00:00,3.803,2019,7,14,8,405.85,655.33,106.72,0.46,0.16,48.42,20.12,62.32,1.81,286.44,1.07
9823,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-07-14 09:00:00,6.117,2019,7,14,9,531.17,773.28,352.7,0.53,0.19,40.16,20.93,58.81,2.01,277.96,1.55
9824,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-07-14 10:00:00,8.76,2019,7,14,10,331.55,849.38,122.98,0.3,0.15,33.64,21.42,56.57,2.26,216.29,2.2
9825,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-07-14 11:00:00,10.031,2019,7,14,11,496.33,864.88,111.32,0.44,0.16,30.26,21.73,54.73,2.56,334.84,3.34
9826,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-07-14 12:00:00,10.231,2019,7,14,12,464.5,853.85,163.27,0.41,0.18,31.16,21.93,52.92,2.85,285.92,4.42
9827,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-07-14 13:00:00,5.014,2019,7,14,13,485.8,793.5,212.16,0.46,0.16,36.0,22.92,48.8,3.37,296.99,4.16
9828,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-07-14 14:00:00,4.741,2019,7,14,14,424.0,694.33,143.68,0.44,0.16,43.37,23.6,44.47,4.1,277.24,2.96
9829,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-07-14 15:00:00,11.397,2019,7,14,15,319.95,564.08,93.04,0.4,0.16,52.06,23.55,42.3,4.64,236.62,2.1
9830,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-07-14 16:00:00,3.866,2019,7,14,16,238.62,411.62,132.65,0.38,0.15,61.28,22.94,43.44,4.74,169.84,1.21
9831,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-07-14 17:00:00,5.684,2019,7,14,17,155.35,250.75,129.73,0.35,0.13,70.55,21.45,51.15,4.12,113.58,0.66
9832,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-07-14 18:00:00,1.731,2019,7,14,18,76.72,109.72,98.87,0.32,0.17,79.49,19.19,61.18,3.74,64.25,0.65
9833,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-07-14 19:00:00,0.903,2019,7,14,19,13.82,15.93,19.16,0.25,0.16,87.59,16.51,71.59,3.21,15.36,0.55
9834,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-07-14 20:00:00,0.875,2019,7,14,20,0.0,0.0,0.0,-999.0,-999.0,90.0,14.89,77.02,2.92,0.0,0.4
9835,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-07-14 21:00:00,0.101,2019,7,14,21,0.0,0.0,0.0,-999.0,-999.0,90.0,13.75,79.05,3.01,0.0,0.23
9836,Calgary Fire Hall Headquarters,1212 42 AV SE,2022-07-16 06:00:00,0.127,2022,7,16,6,340.17,350.5,660.82,0.66,0.19,67.09,20.63,51.23,3.54,84.95,0.0
9837,Calgary Fire Hall Headquarters,1212 42 AV SE,2022-07-16 07:00:00,0.993,2022,7,16,7,504.95,513.8,776.8,0.72,0.18,57.8,23.61,43.17,2.83,103.3,0.01
9838,Calgary Fire Hall Headquarters,1212 42 AV SE,2022-07-16 08:00:00,2.734,2022,7,16,8,645.1,660.67,817.99,0.74,0.17,48.74,25.45,38.72,1.99,112.67,0.01
9839,Calgary Fire Hall Headquarters,1212 42 AV SE,2022-07-16 09:00:00,4.807,2022,7,16,9,762.9,779.12,818.38,0.76,0.17,40.49,26.68,35.8,1.24,131.0,0.01
9840,Calgary Fire Hall Headquarters,1212 42 AV SE,2022-07-16 10:00:00,6.737,2022,7,16,10,836.17,859.6,832.74,0.77,0.17,34.0,27.77,32.74,1.32,159.95,0.02
9841,Calgary Fire Hall Headquarters,1212 42 AV SE,2022-07-16 11:00:00,8.641,2022,7,16,11,863.08,887.9,761.59,0.76,0.16,30.63,28.6,30.54,1.68,207.36,0.01
9842,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-02-01 09:00:00,1.113,2020,2,1,9,58.3,246.48,0.0,0.17,0.48,75.67,5.83,72.05,8.18,51.04,0.13
9843,Calgary Fire Hall Headquarters,1212 42 AV SE,2022-07-16 12:00:00,12.796,2022,7,16,12,812.4,876.55,809.79,0.72,0.16,31.5,29.15,29.33,1.88,143.24,0.04
9844,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-02-01 11:00:00,2.378,2020,2,1,11,164.5,385.33,0.0,0.33,0.47,68.91,6.78,67.97,8.6,140.11,0.37
9845,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-02-01 12:00:00,3.011,2020,2,1,12,191.88,383.0,115.47,0.38,0.46,69.08,7.11,66.03,8.75,152.82,0.57
9846,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-02-01 15:00:00,0.963,2020,2,1,15,46.17,106.72,79.82,0.27,0.46,82.94,3.99,65.11,7.22,35.77,1.21
9847,Calgary Fire Hall Headquarters,1212 42 AV SE,2022-07-16 13:00:00,13.333,2022,7,16,13,712.47,820.1,503.56,0.67,0.17,36.3,29.61,28.58,2.13,292.63,0.06
9848,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-11-26 09:00:00,0.001,2019,11,26,9,106.28,225.75,80.17,0.34,0.41,77.13,-5.18,83.98,2.68,85.25,2.9
9849,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-11-26 10:00:00,0.021,2019,11,26,10,148.0,294.88,74.01,0.38,0.41,73.74,-4.66,80.68,3.17,115.63,3.15
9850,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-11-26 11:00:00,0.034,2019,11,26,11,155.82,318.33,100.5,0.37,0.4,72.59,-4.73,79.42,3.42,121.17,3.47
9851,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-11-26 12:00:00,0.015,2019,11,26,12,165.6,292.62,203.52,0.43,0.39,73.81,-4.97,78.93,3.6,108.3,3.76
9852,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-11-26 13:00:00,0.002,2019,11,26,13,112.97,221.18,164.84,0.37,0.4,77.27,-5.21,78.06,3.77,79.75,3.47
9853,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-11-26 14:00:00,0.003,2019,11,26,14,50.42,113.5,84.51,0.28,0.4,82.65,-5.5,77.08,3.93,40.52,3.23
9854,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-11-25 16:00:00,0.013,2019,11,25,16,0.0,0.0,0.0,-999.0,-999.0,90.0,-3.4,71.78,1.39,0.0,0.03
9855,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-12-28 12:00:00,0.003,2020,12,28,12,230.07,256.58,740.51,0.65,0.4,75.5,-2.7,91.01,2.71,53.19,0.16
9856,Calgary Fire Hall Headquarters,1212 42 AV SE,2020-12-28 13:00:00,0.002,2020,12,28,13,175.95,199.23,660.57,0.62,0.42,78.35,-2.48,92.47,2.25,46.02,0.04
