,name,address,date,kWh,year,month,day,hour,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,T2M,RH2M,WS10M,ALLSKY_SFC_SW_DIFF,PRECTOTCORR
0,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-11 08:00:00,1.13,2017,9,11,8,346.35,491.35,395.71,0.54,0.12,61.32,19.2,35.51,5.01,177.01,0.0
1,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-11 09:00:00,2.34,2017,9,11,9,444.83,611.92,489.2,0.57,0.12,54.36,23.2,24.94,6.45,187.6,0.0
2,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-11 10:00:00,3.656,2017,9,11,10,460.38,691.58,345.25,0.53,0.12,49.47,25.83,21.55,6.91,257.14,0.0
3,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-11 11:00:00,4.577,2017,9,11,11,607.78,719.65,386.41,0.67,0.12,47.42,27.34,20.96,7.01,340.41,0.0
4,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-11 12:00:00,6.506,2017,9,11,12,641.58,701.7,682.24,0.72,0.12,48.6,28.24,20.78,6.95,199.08,0.0
5,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-11 13:00:00,7.031,2017,9,11,13,576.6,634.78,657.65,0.71,0.12,52.79,28.8,20.53,6.64,203.05,0.0
6,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-11 14:00:00,9.218,2017,9,11,14,473.5,522.97,644.42,0.69,0.12,59.28,28.93,20.51,6.41,160.92,0.0
7,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-11 15:00:00,9.018,2017,9,11,15,340.45,377.75,578.72,0.66,0.13,67.29,28.37,21.73,6.01,128.26,0.0
8,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-11 16:00:00,5.266,2017,9,11,16,185.55,213.2,471.76,0.58,0.16,76.18,26.19,27.36,4.65,77.01,0.0
9,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-11 17:00:00,2.579,2017,9,11,17,44.95,53.38,243.2,0.42,0.17,85.45,21.97,37.53,3.93,25.98,0.0
10,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-11 18:00:00,3.118,2017,9,11,18,0.0,0.0,0.0,-999.0,-999.0,90.0,19.29,43.21,4.03,0.0,0.0
11,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-11 19:00:00,0.738,2017,9,11,19,0.0,0.0,0.0,-999.0,-999.0,90.0,18.1,46.7,3.87,0.0,0.0
12,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-12 07:00:00,0.134,2017,9,12,7,98.95,318.38,83.46,0.21,0.13,69.87,13.03,57.37,4.96,71.93,0.56
13,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-12 08:00:00,1.231,2017,9,12,8,139.7,465.88,70.32,0.22,0.13,61.6,13.82,53.67,3.62,103.86,0.36
14,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-12 09:00:00,4.096,2017,9,12,9,172.75,583.78,36.46,0.22,0.13,54.67,15.01,50.5,2.83,144.43,0.25
15,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-12 10:00:00,6.449,2017,9,12,10,222.77,661.58,74.63,0.26,0.13,49.82,16.46,47.28,2.42,163.79,0.17
16,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-12 11:00:00,9.652,2017,9,12,11,245.77,688.7,36.36,0.27,0.13,47.8,18.03,43.93,2.86,194.28,0.15
17,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-12 12:00:00,11.191,2017,9,12,12,285.38,666.2,137.23,0.32,0.13,48.99,19.35,41.21,3.9,189.65,0.31
18,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-12 13:00:00,8.344,2017,9,12,13,201.93,594.05,203.55,0.25,0.13,53.18,20.21,39.74,4.81,143.65,0.67
19,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-12 14:00:00,11.703,2017,9,12,14,105.22,481.52,12.41,0.15,0.12,59.65,20.23,40.66,5.09,90.38,1.51
20,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-12 15:00:00,9.589,2017,9,12,15,80.85,330.85,3.36,0.16,0.12,67.65,19.16,46.43,4.47,70.44,3.36
21,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-12 16:00:00,6.25,2017,9,12,16,27.92,171.85,2.99,0.09,0.12,76.53,16.99,56.82,4.06,24.29,8.07
22,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-12 17:00:00,2.282,2017,9,12,17,7.82,36.9,1.59,0.08,0.12,85.79,13.97,67.53,5.82,7.73,18.28
23,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-12 18:00:00,0.144,2017,9,12,18,0.0,0.0,0.0,-999.0,-999.0,90.0,10.32,81.03,7.77,0.0,29.76
24,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-12 19:00:00,0.003,2017,9,12,19,0.0,0.0,0.0,-999.0,-999.0,90.0,7.43,87.16,7.47,0.0,32.11
25,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-13 08:00:00,0.028,2017,9,13,8,124.47,467.1,14.44,0.2,0.13,61.88,7.42,86.69,2.95,103.02,2.86
26,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-13 09:00:00,0.26,2017,9,13,9,128.3,588.97,6.96,0.17,0.12,54.98,8.15,83.14,2.68,110.25,4.27
27,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-13 10:00:00,0.568,2017,9,13,10,198.0,670.5,20.51,0.23,0.13,50.17,8.71,80.04,2.17,165.57,5.59
28,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-13 11:00:00,0.849,2017,9,13,11,219.55,704.78,54.16,0.24,0.13,48.17,9.06,78.05,2.14,177.57,5.87
29,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-13 12:00:00,1.639,2017,9,13,12,194.9,685.65,54.54,0.22,0.13,49.39,9.33,76.43,2.82,151.67,6.07
30,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-13 13:00:00,1.972,2017,9,13,13,231.85,617.4,20.34,0.29,0.13,53.57,9.23,76.25,3.9,196.92,7.56
31,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-13 14:00:00,1.992,2017,9,13,14,198.48,506.55,9.89,0.3,0.13,60.03,8.68,77.92,5.0,163.21,9.52
32,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-13 15:00:00,2.115,2017,9,13,15,137.88,360.5,5.67,0.27,0.13,68.02,7.87,80.78,5.85,119.15,10.04
33,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-13 16:00:00,2.046,2017,9,13,16,74.32,195.93,3.27,0.24,0.13,76.89,6.91,85.04,6.23,63.91,8.47
34,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-13 17:00:00,1.581,2017,9,13,17,15.45,41.72,1.77,0.17,0.12,86.13,6.11,89.47,5.96,15.42,9.09
35,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-13 18:00:00,0.608,2017,9,13,18,0.0,0.0,0.0,-999.0,-999.0,90.0,5.65,92.29,5.47,0.0,10.46
36,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-13 19:00:00,0.004,2017,9,13,19,0.0,0.0,0.0,-999.0,-999.0,90.0,5.42,93.2,5.1,0.0,7.88
37,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-14 07:00:00,0.043,2017,9,14,7,123.38,325.88,19.49,0.27,0.13,70.39,5.83,83.52,2.87,105.56,2.41
38,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-14 08:00:00,0.806,2017,9,14,8,197.12,478.33,5.4,0.31,0.13,62.17,6.97,74.92,2.93,166.21,4.72
39,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-14 09:00:00,1.422,2017,9,14,9,258.55,599.9,5.6,0.34,0.13,55.3,8.03,67.8,2.71,223.72,5.37
40,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-14 10:00:00,1.097,2017,9,14,10,286.83,678.88,45.93,0.34,0.13,50.52,8.9,61.51,2.53,231.12,4.57
41,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-14 11:00:00,1.576,2017,9,14,11,353.88,703.62,320.54,0.4,0.13,48.56,9.4,57.39,2.47,249.43,3.71
42,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-14 12:00:00,5.88,2017,9,14,12,329.3,683.25,125.62,0.38,0.13,49.78,9.81,54.29,2.52,239.1,3.09
43,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-14 13:00:00,8.572,2017,9,14,13,276.17,612.38,106.95,0.35,0.13,53.96,10.03,52.67,2.51,224.03,2.04
44,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-14 14:00:00,7.107,2017,9,14,14,258.5,494.33,397.23,0.39,0.14,60.41,9.95,51.78,2.56,124.31,1.02
45,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-14 15:00:00,4.504,2017,9,14,15,188.4,345.85,274.88,0.38,0.11,68.38,9.68,51.65,2.63,96.03,0.48
46,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-14 16:00:00,5.68,2017,9,14,16,104.28,178.5,250.75,0.35,0.15,77.25,9.11,53.69,2.44,59.32,0.18
47,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-14 17:00:00,1.336,2017,9,14,17,21.95,33.3,69.97,0.26,0.15,86.44,7.32,70.51,1.53,18.74,0.11
48,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-14 18:00:00,0.06,2017,9,14,18,0.0,0.0,0.0,-999.0,-999.0,90.0,5.84,75.16,1.71,0.0,0.1
49,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-14 19:00:00,0.429,2017,9,14,19,0.0,0.0,0.0,-999.0,-999.0,90.0,5.4,73.34,1.52,0.0,0.06
50,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-15 07:00:00,0.057,2017,9,15,7,152.45,303.12,22.5,0.34,0.13,70.65,5.35,74.77,1.44,130.73,1.47
51,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-15 08:00:00,0.708,2017,9,15,8,242.38,455.42,9.4,0.39,0.13,62.45,6.9,67.33,1.7,203.94,2.21
52,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-15 09:00:00,1.427,2017,9,15,9,317.45,572.75,9.22,0.42,0.13,55.61,7.65,62.59,1.73,274.38,1.92
53,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-15 10:00:00,2.777,2017,9,15,10,355.8,658.8,329.32,0.42,0.13,50.87,8.13,58.58,1.75,253.27,1.47
54,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-15 11:00:00,5.898,2017,9,15,11,379.77,696.12,160.64,0.43,0.13,48.94,8.58,54.61,1.65,258.72,1.19
55,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-15 12:00:00,5.212,2017,9,15,12,374.62,677.28,329.06,0.43,0.14,50.17,9.01,51.28,1.39,269.85,0.77
56,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-15 13:00:00,3.275,2017,9,15,13,403.1,608.33,477.66,0.51,0.14,54.35,9.28,48.73,1.1,188.48,0.49
57,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-15 14:00:00,6.582,2017,9,15,14,325.15,495.3,510.94,0.5,0.14,60.79,9.27,47.63,0.89,113.83,0.31
58,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-15 15:00:00,2.892,2017,9,15,15,238.45,348.6,502.4,0.49,0.14,68.75,8.97,47.84,0.92,83.32,0.05
59,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-15 16:00:00,3.037,2017,9,15,16,131.15,183.52,410.42,0.45,0.16,77.61,8.37,49.82,1.21,52.23,0.01
60,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-15 17:00:00,2.048,2017,9,15,17,27.35,33.05,184.72,0.36,0.16,86.75,6.34,66.91,1.32,19.03,0.0
61,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-15 18:00:00,2.487,2017,9,15,18,0.0,0.0,0.0,-999.0,-999.0,90.0,4.5,72.28,1.88,0.0,0.0
62,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-15 19:00:00,0.256,2017,9,15,19,0.0,0.0,0.0,-999.0,-999.0,90.0,3.59,74.32,2.24,0.0,0.0
63,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-16 07:00:00,0.182,2017,9,16,7,304.4,315.45,785.24,0.69,0.17,70.91,5.12,61.38,4.93,56.89,0.0
64,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-16 08:00:00,1.725,2017,9,16,8,452.3,467.1,847.65,0.73,0.16,62.74,8.33,48.67,5.74,72.88,0.0
65,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-16 09:00:00,3.858,2017,9,16,9,569.15,587.12,902.53,0.75,0.15,55.93,10.47,41.99,5.75,78.33,0.0
66,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-16 10:00:00,7.589,2017,9,16,10,645.33,665.42,929.08,0.77,0.15,51.23,12.25,37.19,5.47,86.56,0.0
67,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-16 11:00:00,11.365,2017,9,16,11,644.4,695.7,832.06,0.73,0.15,49.32,13.71,33.59,4.82,137.25,0.01
68,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-16 12:00:00,13.85,2017,9,16,12,569.78,674.9,819.27,0.67,0.15,50.57,14.72,31.17,3.9,125.04,0.03
69,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-16 13:00:00,14.476,2017,9,16,13,480.27,604.9,605.52,0.62,0.15,54.74,15.26,29.91,2.88,164.9,0.03
70,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-16 14:00:00,13.804,2017,9,16,14,369.92,491.4,549.66,0.57,0.16,61.17,15.35,29.72,2.05,136.09,0.01
71,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-16 15:00:00,12.224,2017,9,16,15,256.17,344.35,522.43,0.53,0.16,69.12,14.96,30.62,1.9,96.15,0.0
72,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-16 16:00:00,9.758,2017,9,16,16,128.4,178.73,390.55,0.46,0.16,77.97,13.45,38.77,2.21,56.11,0.0
73,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-16 17:00:00,3.784,2017,9,16,17,23.35,29.98,150.21,0.34,0.16,87.04,10.32,50.07,2.64,18.32,0.0
74,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-16 18:00:00,1.056,2017,9,16,18,0.0,0.0,0.0,-999.0,-999.0,90.0,8.78,53.65,3.29,0.0,0.0
75,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-16 19:00:00,0.174,2017,9,16,19,0.0,0.0,0.0,-999.0,-999.0,90.0,7.76,57.37,2.95,0.0,0.0
76,Calgary Fire Hall Headquarters,1212 42 AV SE,2022-10-12 16:00:00,6.86,2022,10,12,16,33.58,33.92,299.75,0.47,0.15,86.98,10.34,57.52,2.43,13.81,0.0
77,Calgary Fire Hall Headquarters,1212 42 AV SE,2022-10-12 17:00:00,2.828,2022,10,12,17,0.0,0.0,0.0,-999.0,-999.0,90.0,7.92,61.68,2.52,0.0,0.0
78,Calgary Fire Hall Headquarters,1212 42 AV SE,2022-10-12 18:00:00,0.139,2022,10,12,18,0.0,0.0,0.0,-999.0,-999.0,90.0,7.33,62.0,2.07,0.0,0.0
79,Calgary Fire Hall Headquarters,1212 42 AV SE,2023-08-05 20:00:00,0.452,2023,8,5,20,0.0,0.0,0.0,-999.0,-999.0,90.0,18.68,60.8,1.01,0.0,0.01
80,Calgary Fire Hall Headquarters,1212 42 AV SE,2023-09-25 07:00:00,57.0,2023,9,25,7,159.3,229.73,23.4,0.41,0.13,73.2,9.97,60.85,2.47,135.72,0.35
81,Calgary Fire Hall Headquarters,1212 42 AV SE,2023-09-25 08:00:00,984.0,2023,9,25,8,260.75,373.73,35.32,0.46,0.13,65.23,11.53,57.77,2.41,220.83,0.47
82,Calgary Fire Hall Headquarters,1212 42 AV SE,2023-09-25 09:00:00,3577.0,2023,9,25,9,355.25,493.2,96.4,0.51,0.13,58.7,13.25,53.45,3.28,295.47,0.23
83,Calgary Fire Hall Headquarters,1212 42 AV SE,2023-09-25 10:00:00,5711.0,2023,9,25,10,362.95,574.0,43.31,0.46,0.13,54.29,14.95,46.92,3.97,299.41,0.01
84,Calgary Fire Hall Headquarters,1212 42 AV SE,2023-09-25 11:00:00,5193.0,2023,9,25,11,419.58,597.78,86.51,0.51,0.13,52.62,16.17,43.06,4.73,317.03,0.0
85,Calgary Fire Hall Headquarters,1212 42 AV SE,2023-09-25 12:00:00,5576.0,2023,9,25,12,379.6,572.38,120.02,0.48,0.13,53.96,17.19,41.64,5.46,311.98,0.0
86,Calgary Fire Hall Headquarters,1212 42 AV SE,2023-09-25 13:00:00,3245.0,2023,9,25,13,342.5,498.1,89.33,0.48,0.13,58.1,18.31,40.41,6.09,271.89,0.0
87,Calgary Fire Hall Headquarters,1212 42 AV SE,2023-09-25 14:00:00,2188.0,2023,9,25,14,262.33,381.77,87.94,0.45,0.13,64.43,18.93,39.62,6.23,217.02,0.0
88,Calgary Fire Hall Headquarters,1212 42 AV SE,2023-09-25 15:00:00,2954.0,2023,9,25,15,160.35,237.57,92.05,0.39,0.11,72.28,18.6,41.89,5.29,128.9,0.0
89,Calgary Fire Hall Headquarters,1212 42 AV SE,2023-09-25 16:00:00,3365.0,2023,9,25,16,66.85,93.35,53.76,0.32,0.13,81.06,16.68,49.96,4.29,51.76,0.0
90,Calgary Fire Hall Headquarters,1212 42 AV SE,2023-09-25 17:00:00,1733.0,2023,9,25,17,5.43,6.1,3.32,0.22,0.13,88.98,14.63,56.44,3.99,8.38,0.0
91,Calgary Fire Hall Headquarters,1212 42 AV SE,2023-09-25 18:00:00,960.0,2023,9,25,18,0.0,0.0,0.0,-999.0,-999.0,90.0,14.11,57.41,4.07,0.0,0.0
92,Calgary Fire Hall Headquarters,1212 42 AV SE,2023-09-25 19:00:00,63.0,2023,9,25,19,0.0,0.0,0.0,-999.0,-999.0,90.0,13.35,59.58,3.94,0.0,0.0
93,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-17 07:00:00,0.153,2017,9,17,7,296.2,300.2,743.51,0.68,0.18,71.18,6.79,63.52,1.93,59.29,0.0
94,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-17 08:00:00,1.609,2017,9,17,8,434.12,448.83,784.81,0.71,0.16,63.02,10.91,50.35,1.6,81.24,0.0
95,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-17 09:00:00,3.725,2017,9,17,9,561.17,565.95,851.97,0.75,0.15,56.25,14.25,41.38,1.72,92.55,0.0
96,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-17 12:00:00,12.593,2017,9,17,12,570.2,655.08,747.45,0.67,0.15,50.96,17.89,32.8,2.22,142.46,0.0
97,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-17 10:00:00,7.212,2017,9,17,10,622.65,642.72,839.1,0.74,0.15,51.58,15.99,37.21,2.01,123.28,0.0
98,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-17 11:00:00,10.542,2017,9,17,11,615.97,678.2,832.6,0.71,0.15,49.7,17.16,34.52,2.2,99.78,0.0
99,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-19 17:00:00,6.503,2017,9,19,17,14.32,19.42,49.19,0.28,0.15,87.83,9.49,52.7,1.78,15.06,0.0
100,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-17 13:00:00,13.367,2017,9,17,13,515.12,582.1,711.24,0.67,0.15,55.13,18.27,31.86,2.33,139.98,0.01
101,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-17 14:00:00,13.013,2017,9,17,14,380.67,463.58,515.59,0.59,0.14,61.55,18.26,31.66,2.63,142.27,0.01
102,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-17 15:00:00,11.466,2017,9,17,15,250.57,313.42,351.47,0.53,0.13,69.49,17.72,32.87,2.89,137.47,0.0
103,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-17 16:00:00,8.925,2017,9,17,16,122.05,149.18,167.81,0.45,0.15,78.33,15.76,47.97,2.16,93.1,0.0
104,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-17 17:00:00,4.684,2017,9,17,17,16.73,20.08,19.19,0.27,0.14,87.32,12.35,57.37,2.93,20.04,0.0
105,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-17 18:00:00,2.091,2017,9,17,18,0.0,0.0,0.0,-999.0,-999.0,90.0,11.02,57.36,3.36,0.0,0.0
106,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-17 19:00:00,0.223,2017,9,17,19,0.0,0.0,0.0,-999.0,-999.0,90.0,10.42,57.78,3.29,0.0,0.0
107,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-18 07:00:00,0.115,2017,9,18,7,179.52,263.52,111.7,0.42,0.1,71.44,10.54,57.24,4.02,143.7,0.0
108,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-18 08:00:00,0.509,2017,9,18,8,293.05,419.85,121.17,0.48,0.14,63.31,13.59,47.34,3.77,232.9,0.0
109,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-18 09:00:00,1.627,2017,9,18,9,377.67,542.58,177.0,0.51,0.14,56.57,15.75,40.22,3.18,250.11,0.0
110,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-18 10:00:00,7.132,2017,9,18,10,308.23,621.5,50.48,0.37,0.13,51.94,16.71,36.78,2.86,243.88,0.04
111,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-18 11:00:00,8.036,2017,9,18,11,390.05,658.2,164.55,0.45,0.13,50.09,17.17,34.27,3.54,261.27,0.18
112,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-18 12:00:00,5.346,2017,9,18,12,439.0,641.8,279.8,0.52,0.14,51.36,16.66,33.76,4.31,263.93,0.22
113,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-18 13:00:00,4.167,2017,9,18,13,378.55,572.4,449.55,0.5,0.14,55.52,15.78,34.76,4.38,158.29,0.07
114,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-18 14:00:00,10.491,2017,9,18,14,272.62,459.73,269.65,0.43,0.14,61.93,14.71,38.32,3.87,161.3,0.08
115,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-18 15:00:00,6.712,2017,9,18,15,182.77,313.65,192.99,0.39,0.13,69.86,13.62,44.37,3.1,122.78,0.11
116,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-18 16:00:00,2.383,2017,9,18,16,86.35,151.3,111.52,0.33,0.14,78.69,12.33,51.23,2.71,66.66,0.13
117,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-18 17:00:00,1.85,2017,9,18,17,11.6,20.08,18.88,0.2,0.14,87.58,9.79,60.67,2.71,13.48,0.22
118,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-18 18:00:00,0.642,2017,9,18,18,0.0,0.0,0.0,-999.0,-999.0,90.0,8.34,64.38,3.16,0.0,0.3
119,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-18 19:00:00,0.084,2017,9,18,19,0.0,0.0,0.0,-999.0,-999.0,90.0,7.82,67.53,4.17,0.0,0.52
120,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-19 07:00:00,0.101,2017,9,19,7,259.85,301.48,625.66,0.61,0.17,71.71,5.54,58.5,4.94,77.48,0.0
121,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-19 08:00:00,1.462,2017,9,19,8,397.33,455.45,701.16,0.66,0.16,63.6,8.96,40.58,5.44,107.21,0.0
122,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-19 09:00:00,3.658,2017,9,19,9,507.15,578.25,723.92,0.69,0.16,56.9,10.95,32.14,4.99,128.02,0.0
123,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-19 10:00:00,7.068,2017,9,19,10,566.2,657.78,723.86,0.69,0.15,52.3,12.4,27.91,4.62,147.92,0.0
124,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-19 11:00:00,10.955,2017,9,19,11,577.22,689.12,647.61,0.67,0.15,50.47,13.52,25.28,4.21,203.74,0.0
125,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-19 12:00:00,12.42,2017,9,19,12,533.85,665.15,638.26,0.64,0.15,51.76,14.29,23.77,3.75,179.41,0.0
126,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-19 13:00:00,11.268,2017,9,19,13,469.85,591.22,518.08,0.62,0.15,55.92,14.7,23.14,3.35,194.41,0.0
127,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-19 14:00:00,10.9,2017,9,19,14,332.83,472.27,469.2,0.53,0.15,62.31,14.7,23.22,3.03,127.64,0.0
128,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-19 15:00:00,8.792,2017,9,19,15,220.8,317.75,370.36,0.48,0.14,70.23,14.2,24.33,2.92,116.42,0.0
129,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-19 16:00:00,10.058,2017,9,19,16,104.6,151.5,230.8,0.41,0.15,79.05,12.66,36.63,1.96,67.21,0.0
130,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-19 18:00:00,2.476,2017,9,19,18,0.0,0.0,0.0,-999.0,-999.0,90.0,7.67,54.27,2.33,0.0,0.0
131,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-19 19:00:00,0.136,2017,9,19,19,0.0,0.0,0.0,-999.0,-999.0,90.0,6.09,54.81,3.04,0.0,0.0
132,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-20 07:00:00,0.028,2017,9,20,7,69.28,301.38,1.95,0.17,0.12,71.97,5.61,52.71,5.1,59.9,0.05
133,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-20 08:00:00,1.318,2017,9,20,8,106.6,452.25,5.47,0.18,0.12,63.89,9.07,40.12,5.68,91.51,0.16
134,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-20 09:00:00,2.447,2017,9,20,9,137.6,571.5,14.75,0.19,0.13,57.22,10.22,37.36,6.17,117.2,0.55
135,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-20 10:00:00,2.453,2017,9,20,10,180.3,649.62,33.29,0.22,0.13,52.65,10.65,38.05,5.87,149.8,0.96
136,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-20 11:00:00,3.471,2017,9,20,11,261.6,679.1,74.21,0.31,0.13,50.86,11.15,37.88,5.61,210.29,1.47
137,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-20 12:00:00,3.174,2017,9,20,12,225.73,656.5,70.93,0.27,0.13,52.16,11.48,38.84,5.4,182.31,1.79
138,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-20 13:00:00,3.861,2017,9,20,13,204.52,585.65,203.97,0.27,0.13,56.31,11.13,41.9,5.17,149.82,1.97
139,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-20 14:00:00,4.644,2017,9,20,14,170.3,471.1,113.03,0.28,0.13,62.69,10.27,47.56,5.05,125.26,2.68
